join_date,customer_key,first_name,last_name,gender,age,age_group,total_spend,total_orders,last_purchase_date,customer_status
2013-06-06,6236,Joshua,Jackson,Male,33,30-44,84,2,2013-07-19,Active
2013-07-14,6237,Harold,Chandra,Male,33,30-44,86,2,2013-07-27,Active
2013-02-19,6244,Miranda,Flores,Female,36,30-44,84,2,2013-06-06,Active
2011-03-19,6259,Fernando,Green,Male,36,30-44,4347,2,2013-10-01,Active
2013-03-20,6261,Sean,King,Male,43,30-44,40,1,2013-03-20,One-Time Buyer
2013-11-18,6269,Alyssa,Hughes,Female,49,45-59,2320,1,2013-11-18,One-Time Buyer
2013-06-02,6270,Kevin,Russell,Male,49,45-59,1728,1,2013-06-02,One-Time Buyer
2011-03-23,6279,Isabella,Price,Female,27,Under 30,4382,2,2013-09-30,Active
2013-07-15,6284,Henry,Madan,Male,40,30-44,59,1,2013-07-15,One-Time Buyer
2013-02-05,6285,Gerald,Martin,Male,39,30-44,90,2,2013-08-02,Active
2013-06-13,6288,Billy,Suarez,Male,35,30-44,95,2,2013-09-12,Active
2013-02-23,6811,Frederick,Prasad,Male,45,45-59,88,2,2013-05-27,Active
2012-08-23,6814,Jay,Nicholls,Male,45,45-59,3020,2,2013-06-05,Active
2012-11-10,6828,Maria,Coleman,Female,28,Under 30,2755,2,2013-07-25,Active
2013-03-03,6845,Martha,Zeng,Female,33,30-44,196,2,2013-05-12,Active
2013-03-05,6846,Ebony,Diaz,Female,28,Under 30,25,1,2013-03-05,One-Time Buyer
2013-07-30,6847,Alejandro,Chavez,Male,33,30-44,70,1,2013-07-30,One-Time Buyer
2013-09-17,6869,Richard,Blue,Male,41,30-44,1736,1,2013-09-17,One-Time Buyer
2013-09-02,6871,Melissa,Price,Female,35,30-44,1701,1,2013-09-02,One-Time Buyer
2013-07-02,7271,Rachael,Rana,Female,45,45-59,95,2,2013-07-11,Active
2013-12-06,7280,Rachael,Suri,Female,46,45-59,162,2,2013-12-11,Active
2011-06-01,7282,Jaclyn,Li,Female,35,30-44,6080,2,2013-09-16,Active
2013-10-15,7290,Jaclyn,Raji,Female,42,30-44,9,1,2013-10-15,One-Time Buyer
2013-05-12,7295,Denise,Prasad,Female,48,45-59,78,2,2013-11-17,Active
2011-06-10,7297,Trisha,Li,Female,44,30-44,6117,2,2013-02-16,Churned
2013-07-09,7306,Kelvin,Xu,Male,72,60+,161,2,2013-10-09,Active
2013-12-15,7312,Jennifer,Mitchell,Female,33,30-44,14,1,2013-12-15,One-Time Buyer
2013-03-21,7315,Eric,Perry,Male,27,Under 30,115,3,2013-07-03,Active
2013-07-19,7324,Jeremy,Clark,Male,30,30-44,40,1,2013-07-19,One-Time Buyer
2013-11-21,7789,Madison,Thompson,Female,40,30-44,2352,1,2013-11-21,One-Time Buyer
2013-12-21,7792,Megan,Blue,Female,28,Under 30,70,1,2013-12-21,One-Time Buyer
2013-06-14,7822,Juan,Morgan,Male,45,45-59,92,2,2013-11-06,Active
2013-11-29,7825,Elijah,Collins,Male,45,45-59,2395,1,2013-11-29,One-Time Buyer
2013-03-08,8024,Arianna,Powell,Female,55,45-59,580,1,2013-03-08,One-Time Buyer
2012-07-21,8031,Marco,Arun,Male,40,30-44,3310,2,2013-09-20,Active
2012-12-05,8033,Katrina,Andersen,Female,51,45-59,6939,3,2013-12-13,Active
2011-12-10,8034,Omar,Lin,Male,51,45-59,3139,2,2013-10-25,Active
2013-02-17,10049,Karen,Liang,Female,40,30-44,578,1,2013-02-17,Churned One-Time
2013-07-16,10050,James,Sharma,Male,40,30-44,32,1,2013-07-16,One-Time Buyer
2013-02-04,10060,Misty,Chande,Female,41,30-44,617,1,2013-02-04,Churned One-Time
2013-08-01,10074,Catherine,Kelly,Female,42,30-44,29,1,2013-08-01,One-Time Buyer
2013-06-24,10075,Diane,Carlson,Female,37,30-44,44,1,2013-06-24,One-Time Buyer
2013-05-13,10100,Sandra,Liu,Female,29,Under 30,21,1,2013-05-13,One-Time Buyer
2013-12-11,10101,Sandra,Zhang,Female,29,Under 30,1178,1,2013-12-11,One-Time Buyer
2013-03-29,10654,Jose,Anderson,Male,45,45-59,589,1,2013-03-29,One-Time Buyer
2013-09-24,10667,Leslie,Jimenez,Female,34,30-44,828,1,2013-09-24,One-Time Buyer
2013-12-28,10677,Valerie,Guo,Female,36,30-44,23,1,2013-12-28,One-Time Buyer
2013-03-09,10679,Alvin,Tang,Male,36,30-44,43,1,2013-03-09,One-Time Buyer
2013-07-01,10684,Henry,Suri,Male,31,30-44,1779,1,2013-07-01,One-Time Buyer
2013-08-11,10685,Mariah,Bennett,Female,90,60+,60,1,2013-08-11,One-Time Buyer
2013-11-26,10686,Bailey,Green,Female,33,30-44,1205,1,2013-11-26,One-Time Buyer
2013-07-19,10687,Albert,Ortega,Male,33,30-44,10,1,2013-07-19,One-Time Buyer
2013-04-30,10692,Brandon,Martin,Male,41,30-44,40,1,2013-04-30,One-Time Buyer
2013-03-12,10703,Paige,Gonzales,Female,53,45-59,92,2,2013-10-01,Active
2013-08-04,10709,Andrea,Brooks,Female,44,30-44,50,1,2013-08-04,One-Time Buyer
2011-01-21,10711,Brittany,Gonzales,Female,38,30-44,4187,2,2013-11-09,Active
2013-10-31,10720,Morgan,Torres,Female,48,45-59,100,1,2013-10-31,One-Time Buyer
2013-10-31,10729,Madison,Harris,Female,34,30-44,1205,1,2013-10-31,One-Time Buyer
2013-12-15,10734,Ian,Simmons,Male,36,30-44,15,1,2013-12-15,One-Time Buyer
2013-12-27,10736,Grace,Diaz,Female,31,30-44,94,1,2013-12-27,One-Time Buyer
2011-01-22,10742,Alexa,Sanders,Female,41,30-44,4127,2,2013-03-02,Active
2013-04-29,10743,Katelyn,Cox,Female,37,30-44,31,1,2013-04-29,One-Time Buyer
2013-04-29,10744,Theresa,Rubio,Female,42,30-44,50,1,2013-04-29,One-Time Buyer
2013-12-16,10760,Jennifer,Moore,Female,64,60+,64,1,2013-12-16,One-Time Buyer
2013-10-05,10761,Margaret,She,Female,63,60+,50,1,2013-10-05,One-Time Buyer
2013-08-03,10768,Mariah,Ramirez,Female,62,60+,124,1,2013-08-03,One-Time Buyer
2013-07-19,10771,Brandon,Thomas,Male,56,45-59,24,1,2013-07-19,One-Time Buyer
2012-06-07,11955,Justin,Thompson,Male,45,45-59,4179,2,2013-03-23,Active
2013-08-26,11956,Leslie,Suarez,Female,40,30-44,14,1,2013-08-26,One-Time Buyer
2013-05-30,11963,Casey,Martin,Male,50,45-59,40,1,2013-05-30,One-Time Buyer
2013-05-27,11965,Eric,Hayes,Male,67,60+,124,1,2013-05-27,One-Time Buyer
2013-09-21,11966,Carrie,Gomez,Female,72,60+,7,1,2013-09-21,One-Time Buyer
2012-04-23,9557,Glenn,Sun,Male,46,45-59,3125,2,2013-11-02,Active
2013-07-09,9566,Tasha,Yuan,Female,64,60+,65,1,2013-07-09,One-Time Buyer
2013-02-25,10784,Kate,Goel,Female,59,45-59,50,1,2013-02-25,Churned One-Time
2013-11-01,10795,Alyssa,James,Female,53,45-59,1179,1,2013-11-01,One-Time Buyer
2013-03-12,10796,Tristan,Bennett,Male,53,45-59,613,1,2013-03-12,One-Time Buyer
2013-09-04,10801,Heidi,Raman,Female,57,45-59,65,1,2013-09-04,One-Time Buyer
2013-08-05,10802,Kaylee,Cooper,Female,57,45-59,45,1,2013-08-05,One-Time Buyer
2013-10-26,10804,Emily,Thomas,Female,56,45-59,40,1,2013-10-26,One-Time Buyer
2013-10-11,10810,Sydney,Thompson,Female,45,45-59,50,1,2013-10-11,One-Time Buyer
2013-05-02,10819,Willie,Chander,Male,50,45-59,191,1,2013-05-02,One-Time Buyer
2013-03-09,10820,Chloe,Howard,Female,50,45-59,32,1,2013-03-09,One-Time Buyer
2013-11-14,10827,Abigail,Russell,Female,52,45-59,13,1,2013-11-14,One-Time Buyer
2013-12-11,10829,Megan,Gonzales,Female,53,45-59,2322,1,2013-12-11,One-Time Buyer
2013-01-31,10862,Kari,Romero,Female,59,45-59,40,1,2013-01-31,Churned One-Time
2013-12-01,10870,Tina,Prasad,Female,60,60+,5,1,2013-12-01,One-Time Buyer
2012-03-02,10876,Cedric,Nara,Male,31,30-44,4921,2,2013-10-28,Active
2013-02-02,10884,Patricia,Kapoor,Female,34,30-44,42,1,2013-02-02,Churned One-Time
2012-03-11,10887,Jill,Carlson,Female,34,30-44,4697,2,2013-10-06,Active
2012-03-08,10893,Joan,Hernandez,Female,36,30-44,4921,2,2013-10-28,Active
2012-03-25,10895,David,Li,Male,32,30-44,4625,2,2013-10-03,Active
2013-06-02,10901,Robert,Jones,Male,33,30-44,70,1,2013-06-02,One-Time Buyer
2013-11-02,10903,Natalie,James,Female,32,30-44,24,1,2013-11-02,One-Time Buyer
2013-11-24,10921,Destiny,Bennett,Female,47,45-59,1184,1,2013-11-24,One-Time Buyer
2013-12-05,10938,Morgan,Ross,Female,43,30-44,1134,1,2013-12-05,One-Time Buyer
2013-03-04,10943,Julia,Roberts,Female,49,45-59,575,1,2013-03-04,One-Time Buyer
2012-03-23,10944,Cindy,Mehta,Female,38,30-44,4625,2,2013-10-05,Active
2012-03-15,10945,Daisy,JimΓö£┬«nez,Female,33,30-44,4714,2,2013-10-08,Active
2013-09-13,10961,Dawn,Liu,Female,41,30-44,40,1,2013-09-13,One-Time Buyer
2013-02-27,10963,Kristi,Smith,Female,41,30-44,35,1,2013-02-27,Churned One-Time
2013-11-15,10971,Jada,Rivera,Female,27,Under 30,32,1,2013-11-15,One-Time Buyer
2012-04-01,10977,Jacqueline,Torres,Female,45,45-59,4198,2,2013-10-17,Active
2013-04-22,10979,Tracy,Deng,Female,41,30-44,37,1,2013-04-22,One-Time Buyer
2012-04-09,10980,Philip,Gutierrez,Male,40,30-44,3937,2,2013-10-06,Active
2012-04-04,10986,Eddie,Torres,Male,47,45-59,3937,2,2013-11-10,Active
2012-04-09,10987,Kristi,Chapman,Female,48,45-59,3883,2,2013-11-14,Active
2013-12-28,10993,Alejandro,Zhang,Male,42,30-44,184,1,2013-12-28,One-Time Buyer
2013-04-15,7301,Diane,Ramos,Female,46,45-59,65,2,2013-08-14,Active
2011-06-25,7303,Wayne,Xie,Male,44,30-44,6029,2,2013-02-05,Churned
2011-06-12,7308,Amy,Zhang,Female,52,45-59,6021,2,2013-02-07,Churned
2011-06-02,7310,Mandy,Wu,Female,52,45-59,6090,2,2013-01-29,Churned
2013-06-12,7311,Lance,Romero,Male,58,45-59,21,1,2013-06-12,One-Time Buyer
2013-06-27,7316,Melody,Dominguez,Female,28,Under 30,7,1,2013-06-27,One-Time Buyer
2013-09-25,7327,Jay,Srini,Male,69,60+,63,1,2013-09-25,One-Time Buyer
2013-03-28,7328,Jon,Sharma,Male,31,30-44,14,1,2013-03-28,One-Time Buyer
2013-02-02,7776,Andrea,Bell,Female,33,30-44,70,1,2013-02-02,Churned One-Time
2013-12-26,7784,Michael,Martin,Male,40,30-44,2362,1,2013-12-26,One-Time Buyer
2013-11-28,7786,Sara,Rivera,Female,40,30-44,2351,1,2013-11-28,One-Time Buyer
2013-04-03,7787,Dustin,Chande,Male,40,30-44,120,1,2013-04-03,One-Time Buyer
2013-11-02,7795,Andrew,Davis,Male,29,Under 30,1736,1,2013-11-02,One-Time Buyer
2013-11-06,7801,Jennifer,Phillips,Female,31,30-44,1755,1,2013-11-06,One-Time Buyer
2013-10-30,7802,Dawn,Yuan,Female,37,30-44,1800,1,2013-10-30,One-Time Buyer
2013-12-06,7804,Cedric,Zheng,Male,36,30-44,1751,1,2013-12-06,One-Time Buyer
2013-03-01,7813,Kyle,Adams,Male,34,30-44,186,2,2013-12-31,Active
2013-12-24,7818,Brittany,Russell,Female,28,Under 30,2357,1,2013-12-24,One-Time Buyer
2013-09-09,7826,Brandon,Smith,Male,40,30-44,79,1,2013-09-09,One-Time Buyer
2013-12-27,7828,Carmen,Raman,Female,41,30-44,2330,1,2013-12-27,One-Time Buyer
2012-07-28,8036,Stanley,Schmidt,Male,51,45-59,3320,2,2013-10-21,Active
2013-08-22,8043,Ronnie,Cai,Male,57,45-59,65,1,2013-08-22,One-Time Buyer
2012-12-15,8071,Kristopher,Garcia,Male,57,45-59,4748,2,2013-11-16,Active
2013-03-22,8079,Misty,She,Female,61,60+,32,1,2013-03-22,One-Time Buyer
2013-06-27,8086,Shawna,Kumar,Female,31,30-44,78,2,2013-08-10,Active
2013-04-07,8153,Jonathan,Walker,Male,44,30-44,79,1,2013-04-07,One-Time Buyer
2013-06-02,8154,Dylan,Griffin,Male,38,30-44,70,1,2013-06-02,One-Time Buyer
2013-02-03,8169,Nathan,Kumar,Male,44,30-44,120,1,2013-02-03,Churned One-Time
2013-01-25,8170,Arianna,Bryant,Female,44,30-44,1170,1,2013-01-25,Churned One-Time
2013-01-16,8171,Luis,Campbell,Male,44,30-44,1151,1,2013-01-16,Churned One-Time
2013-02-20,8178,Donna,Chander,Female,34,30-44,39,1,2013-02-20,Churned One-Time
2013-11-06,8180,Gloria,Sanz,Female,36,30-44,13,1,2013-11-06,One-Time Buyer
2013-04-08,8185,Emily,Hayes,Female,31,30-44,25,1,2013-04-08,One-Time Buyer
2013-02-15,8186,Jacqueline,Bradley,Female,36,30-44,59,1,2013-02-15,Churned One-Time
2013-06-05,9466,Isabel,Henderson,Female,45,45-59,2515,1,2013-06-05,One-Time Buyer
2013-06-27,9473,Edward,Coleman,Male,37,30-44,2482,1,2013-06-27,One-Time Buyer
2013-07-27,9482,Jordan,Edwards,Male,40,30-44,1170,1,2013-07-27,One-Time Buyer
2013-11-22,9489,Cassidy,Foster,Female,66,60+,15,1,2013-11-22,One-Time Buyer
2013-12-30,9491,Kaylee,Roberts,Female,65,60+,50,1,2013-12-30,One-Time Buyer
2013-04-29,9575,Brett,Patel,Male,53,45-59,39,1,2013-04-29,One-Time Buyer
2013-03-13,9581,Ernest,Huang,Male,50,45-59,37,1,2013-03-13,One-Time Buyer
2012-04-30,9591,Todd,Zhang,Male,59,45-59,3127,2,2013-11-15,Active
2012-05-06,9599,Jackson,Powell,Male,61,60+,3100,2,2013-11-13,Active
2013-08-13,9600,Kyle,Wang,Male,61,60+,32,1,2013-08-13,One-Time Buyer
2011-11-06,9609,Cara,Hu,Female,34,30-44,6035,2,2013-07-27,Active
2011-11-15,9614,Lindsay,Raje,Female,34,30-44,6056,2,2013-07-15,Active
2011-11-30,9617,Kristi,Serrano,Female,35,30-44,6093,2,2013-07-03,Active
2013-10-16,9643,Patricia,Prasad,Female,46,45-59,2452,1,2013-10-16,One-Time Buyer
2013-11-28,9649,Jordan,Mitchell,Male,35,30-44,2457,1,2013-11-28,One-Time Buyer
2013-12-17,9650,Natalie,Ramirez,Female,36,30-44,2488,1,2013-12-17,One-Time Buyer
2013-08-05,9651,Bryan,Gray,Male,32,30-44,1174,1,2013-08-05,One-Time Buyer
2012-06-09,9657,Marcus,Perry,Male,38,30-44,3245,2,2013-11-14,Active
2013-08-19,9658,Blake,Russell,Male,39,30-44,1193,1,2013-08-19,One-Time Buyer
2013-12-05,9659,Kaylee,Campbell,Female,37,30-44,2457,1,2013-12-05,One-Time Buyer
2013-02-22,9664,Kaitlyn,Stewart,Female,34,30-44,1751,1,2013-02-22,Churned One-Time
2013-04-11,9668,Jodi,Pal,Female,39,30-44,1776,1,2013-04-11,One-Time Buyer
2013-05-06,9673,Fernando,Ross,Male,32,30-44,1751,1,2013-05-06,One-Time Buyer
2012-06-21,9681,Ashley,Anderson,Female,36,30-44,3219,2,2013-12-26,Active
2013-02-01,9682,Walter,Moreno,Male,39,30-44,10,1,2013-02-01,Churned One-Time
2013-07-11,9683,John,Davis,Male,38,30-44,1736,1,2013-07-11,One-Time Buyer
2013-06-01,9690,Connor,Green,Male,37,30-44,79,1,2013-06-01,One-Time Buyer
2013-10-04,9693,John,Lewis,Male,37,30-44,50,1,2013-10-04,One-Time Buyer
2013-12-11,9698,Stefanie,Schmidt,Female,43,30-44,78,1,2013-12-11,One-Time Buyer
2013-08-28,9707,Haley,Gonzalez,Female,40,30-44,1760,1,2013-08-28,One-Time Buyer
2012-05-04,9717,Kristina,Arun,Female,34,30-44,3911,3,2013-12-10,Active
2013-07-20,9724,Cedric,Zhu,Male,36,30-44,144,1,2013-07-20,One-Time Buyer
2013-12-15,9726,Linda,Romero,Female,37,30-44,64,1,2013-12-15,One-Time Buyer
2013-03-10,9740,Kaitlyn,Carter,Female,54,45-59,79,1,2013-03-10,One-Time Buyer
2013-07-02,9741,Kathryn,Sharma,Female,55,45-59,141,2,2013-09-11,Active
2013-04-24,9742,Jocelyn,Foster,Female,54,45-59,120,1,2013-04-24,One-Time Buyer
2013-10-05,9743,Isabella,Stewart,Female,49,45-59,129,1,2013-10-05,One-Time Buyer
2013-08-17,9756,Alex,Lopez,Male,53,45-59,1164,1,2013-08-17,One-Time Buyer
2013-06-20,9760,Teresa,Serrano,Female,52,45-59,78,1,2013-06-20,One-Time Buyer
2013-08-12,9766,Wyatt,Lopez,Male,51,45-59,1179,1,2013-08-12,One-Time Buyer
2013-12-07,9774,Natalie,Rodriguez,Female,50,45-59,31,1,2013-12-07,One-Time Buyer
2013-10-05,9775,Anthony,Miller,Male,44,30-44,23,1,2013-10-05,One-Time Buyer
2013-07-19,9781,Michael,White,Male,49,45-59,10,1,2013-07-19,One-Time Buyer
2013-09-10,9783,Alan,Ye,Male,38,30-44,1197,1,2013-09-10,One-Time Buyer
2013-04-12,9790,Miguel,Williams,Male,34,30-44,39,1,2013-04-12,One-Time Buyer
2013-11-14,9801,Connor,Jenkins,Male,50,45-59,64,1,2013-11-14,One-Time Buyer
2013-07-07,9807,James,Lopez,Male,42,30-44,27,1,2013-07-07,One-Time Buyer
2011-12-18,9817,Connor,Ross,Male,27,Under 30,4228,2,2013-03-16,Active
2011-12-06,9818,Geoffrey,Rodriguez,Male,30,30-44,4118,2,2013-03-15,Active
2012-06-13,9832,Drew,Xu,Male,41,30-44,2012,2,2013-06-18,Active
2012-06-12,9834,Douglas,Sai,Male,48,45-59,1903,2,2013-06-02,Active
2012-03-13,9835,Brenda,Kapoor,Female,47,45-59,2567,2,2013-01-13,Churned
2013-08-24,9841,Alison,Xie,Female,50,45-59,4,1,2013-08-24,One-Time Buyer
2012-07-14,9842,JΓö£┬«sus,Alonso,Male,38,30-44,1938,2,2013-08-08,Active
2012-08-27,9848,Kyle,Young,Male,49,45-59,1947,2,2013-09-16,Active
2012-05-24,9857,Tiffany,Hu,Female,38,30-44,2484,2,2013-04-17,Active
2012-06-07,9867,David,Jones,Male,86,60+,3158,2,2013-12-15,Active
2013-10-01,9868,Noah,Johnson,Male,56,45-59,39,1,2013-10-01,One-Time Buyer
2012-06-22,9873,Theodore,Moreno,Male,29,Under 30,2519,2,2013-05-22,Active
2012-10-16,9875,Edwin,Lal,Male,39,30-44,1962,2,2013-09-29,Active
2012-10-10,9877,Jackson,Alexander,Male,40,30-44,1938,2,2013-10-21,Active
2013-06-02,9892,Darrell,Anand,Male,35,30-44,590,1,2013-06-02,One-Time Buyer
2013-09-26,9901,Natalie,Russell,Female,43,30-44,79,1,2013-09-26,One-Time Buyer
2013-08-13,9908,Terrence,Shan,Male,43,30-44,32,1,2013-08-13,One-Time Buyer
2013-06-17,9917,Kathleen,Carlson,Female,43,30-44,120,1,2013-06-17,One-Time Buyer
2013-12-17,9927,Jeffery,Guo,Male,28,Under 30,1120,1,2013-12-17,One-Time Buyer
2012-08-18,9932,Brian,Sanchez,Male,44,30-44,3273,2,2013-12-08,Active
2013-02-12,9941,Jillian,Rodriguez,Female,31,30-44,39,1,2013-02-12,Churned One-Time
2013-02-21,9942,Arturo,Guo,Male,32,30-44,126,1,2013-02-21,Churned One-Time
2013-03-30,9950,Sandra,Liang,Female,33,30-44,155,1,2013-03-30,One-Time Buyer
2013-05-06,9951,Albert,Suarez,Male,28,Under 30,32,1,2013-05-06,One-Time Buyer
2013-11-06,9957,Kristy,Alonso,Female,32,30-44,4,1,2013-11-06,One-Time Buyer
2013-06-21,9958,Darren,Kapoor,Male,33,30-44,39,1,2013-06-21,One-Time Buyer
2013-06-02,9968,Casey,Rowe,Male,51,45-59,5,1,2013-06-02,One-Time Buyer
2013-07-02,9975,George,Subram,Male,68,60+,126,1,2013-07-02,One-Time Buyer
2012-09-04,9983,Arthur,JimΓö£┬«nez,Male,66,60+,2547,2,2012-12-31,Churned
2011-12-05,9992,Frederick,Sai,Male,31,30-44,4118,2,2013-04-27,Active
2011-11-30,9993,Julio,Serrano,Male,28,Under 30,4139,2,2013-04-05,Active
2012-01-26,9999,Eugene,She,Male,30,30-44,2806,2,2013-04-24,Active
2012-01-03,10000,Carolyn,Garcia,Female,30,30-44,2736,2,2013-04-15,Active
2013-10-03,10008,Nuan,Ma,Male,42,30-44,59,1,2013-10-03,One-Time Buyer
2012-11-06,10009,Melody,Carlson,Female,47,45-59,1957,2,2013-11-03,Active
2012-11-19,10016,Diane,Hernandez,Female,44,30-44,1957,2,2013-11-11,Active
2013-05-16,10024,Cara,Wang,Female,32,30-44,92,1,2013-05-16,One-Time Buyer
2013-02-11,10034,Preston,Subram,Male,38,30-44,554,1,2013-02-11,Churned One-Time
2013-02-14,10051,Alan,Cai,Male,40,30-44,584,1,2013-02-14,Churned One-Time
2012-10-10,10057,Walter,Munoz,Male,39,30-44,2548,2,2013-01-23,Churned
2013-11-04,10058,Elizabeth,Butler,Female,83,60+,2395,1,2013-11-04,One-Time Buyer
2013-06-23,10059,Meredith,Suri,Female,41,30-44,69,1,2013-06-23,One-Time Buyer
2013-08-19,10066,Robert,Thompson,Male,29,Under 30,1548,2,2013-12-12,Active
2012-10-27,10068,Frank,Jimenez,Male,37,30-44,2484,2,2013-07-14,Active
2013-04-05,10069,Lawrence,Jimenez,Male,43,30-44,81,1,2013-04-05,One-Time Buyer
2013-04-16,10076,Manuel,Rana,Male,43,30-44,60,1,2013-04-16,One-Time Buyer
2013-11-23,10077,Terrence,Nath,Male,43,30-44,5,1,2013-11-23,One-Time Buyer
2013-11-30,10082,Xavier,Smith,Male,44,30-44,21,1,2013-11-30,One-Time Buyer
2013-07-22,10083,Jason,Edwards,Male,38,30-44,99,1,2013-07-22,One-Time Buyer
2013-04-16,10085,Clarence,Deng,Male,69,60+,27,1,2013-04-16,One-Time Buyer
2012-10-24,10093,Gina,Gutierrez,Female,44,30-44,2511,2,2013-02-13,Churned
2013-09-21,10102,Meagan,Perez,Female,29,Under 30,32,1,2013-09-21,One-Time Buyer
2013-02-15,10651,Cedric,Zeng,Male,44,30-44,554,1,2013-02-15,Churned One-Time
2012-10-29,10653,Julia,Bell,Female,39,30-44,2646,2,2013-01-30,Churned
2012-12-03,10659,Jocelyn,Powell,Female,44,30-44,2641,2,2013-10-12,Active
2011-01-16,10660,Gabrielle,Jenkins,Female,45,45-59,4143,2,2013-11-04,Active
2013-11-21,10661,Allison,Watson,Female,44,30-44,1134,1,2013-11-21,One-Time Buyer
2012-12-23,10669,Christina,Rogers,Female,34,30-44,2519,2,2013-06-21,Active
2012-11-28,10670,Jessica,Rodriguez,Female,35,30-44,2484,2,2013-07-23,Active
2013-05-31,10694,Alyssa,Ashe,Female,41,30-44,45,1,2013-05-31,One-Time Buyer
2013-09-14,10695,Bobby,Sai,Male,42,30-44,50,1,2013-09-14,One-Time Buyer
2013-09-24,8151,Maria,Bailey,Female,27,Under 30,35,1,2013-09-24,One-Time Buyer
2013-06-28,8232,Meghan,Gill,Female,44,30-44,70,1,2013-06-28,One-Time Buyer
2013-05-28,8233,Candice,Chow,Female,43,30-44,61,2,2013-10-31,Active
2013-02-15,8242,Diane,Dominguez,Female,35,30-44,148,1,2013-02-15,Churned One-Time
2013-08-29,8250,Chad,Andersen,Male,46,45-59,64,1,2013-08-29,One-Time Buyer
2012-02-29,8256,Terrance,Sara,Male,53,45-59,2484,2,2013-11-11,Active
2011-08-11,8265,Kristopher,Gonzalez,Male,27,Under 30,4132,2,2013-01-26,Churned
2013-11-25,8266,Dale,Raji,Male,29,Under 30,42,1,2013-11-25,One-Time Buyer
2013-05-25,8267,Grant,Xu,Male,28,Under 30,42,1,2013-05-25,One-Time Buyer
2013-06-29,8273,Shaun,Andersen,Male,65,60+,14,1,2013-06-29,One-Time Buyer
2013-07-29,8274,Natalie,Henderson,Female,65,60+,40,1,2013-07-29,One-Time Buyer
2012-10-23,8284,Adrian,Sanders,Male,49,45-59,2764,2,2013-11-22,Active
2012-10-22,8285,Briana,Romero,Female,44,30-44,2736,2,2013-10-29,Active
2012-06-01,8298,Cedric,Xie,Male,38,30-44,2543,2,2013-12-24,Active
2012-11-27,8299,Priscilla,Andersen,Female,27,Under 30,4535,3,2013-11-07,Active
2013-10-27,8308,Micheal,Alonso,Male,39,30-44,149,1,2013-10-27,One-Time Buyer
2012-10-30,8315,Alvin,Beck,Male,35,30-44,2730,2,2013-12-21,Active
2012-08-07,8324,Jeremy,Rogers,Male,30,30-44,1584,2,2013-07-28,Active
2013-12-28,8332,Jessie,Hu,Male,37,30-44,29,1,2013-12-28,One-Time Buyer
2013-03-13,8333,Kelvin,Alan,Male,37,30-44,83,1,2013-03-13,One-Time Buyer
2013-11-27,8334,Candace,Malhotra,Female,42,30-44,35,1,2013-11-27,One-Time Buyer
2012-06-23,8342,Clarence,Huang,Male,41,30-44,3498,2,2013-01-03,Churned
2013-02-27,8349,Ebony,Raman,Female,43,30-44,21,1,2013-02-27,Churned One-Time
2013-09-08,8350,Warren,Anand,Male,38,30-44,70,1,2013-09-08,One-Time Buyer
2011-05-07,8365,Alejandro,Nara,Male,40,30-44,4313,3,2013-12-01,Active
2012-08-29,8367,Christy,Beck,Female,46,45-59,1617,2,2013-09-13,Active
2013-12-22,8368,Johnathan,Gonzalez,Male,29,Under 30,59,1,2013-12-22,One-Time Buyer
2013-04-16,8376,Omar,Anand,Male,32,30-44,121,1,2013-04-16,One-Time Buyer
2013-11-22,8377,Paige,Wood,Female,32,30-44,29,1,2013-11-22,One-Time Buyer
2012-09-20,8382,Brandi,Romero,Female,33,30-44,1953,2,2013-02-14,Churned
2013-05-21,8390,Terrence,Goel,Male,30,30-44,138,1,2013-05-21,One-Time Buyer
2013-11-09,8399,Dylan,Gonzales,Male,47,45-59,70,1,2013-11-09,One-Time Buyer
2013-06-16,8401,Gavin,Hayes,Male,41,30-44,1179,1,2013-06-16,One-Time Buyer
2013-02-22,8402,Kyle,Hernandez,Male,41,30-44,1170,1,2013-02-22,Churned One-Time
2013-02-26,8407,Brooke,Travers,Female,42,30-44,1188,1,2013-02-26,Churned One-Time
2013-02-22,8408,Sarah,Perry,Female,48,45-59,1155,1,2013-02-22,Churned One-Time
2012-07-01,8417,Caitlin,Morris,Female,48,45-59,3476,2,2013-01-10,Churned
2012-07-07,8425,Terrance,Smith,Male,38,30-44,3511,2,2013-01-20,Churned
2013-06-08,8426,Arturo,Zhao,Male,38,30-44,31,1,2013-06-08,One-Time Buyer
2011-08-02,8433,Armando,Dominguez,Male,33,30-44,1869,2,2013-02-15,Churned
2012-10-20,8442,Dale,She,Male,39,30-44,1567,2,2013-10-31,Active
2012-09-18,8449,Meagan,Fernandez,Female,41,30-44,3544,2,2013-02-15,Churned
2013-06-27,8450,Nuan,Yuan,Male,81,60+,45,1,2013-06-27,One-Time Buyer
2013-10-17,8465,Tyrone,Alonso,Male,78,60+,59,1,2013-10-17,One-Time Buyer
2012-10-25,8468,Krista,Alvarez,Female,44,30-44,3485,2,2013-03-05,Active
2013-09-04,8482,Darren,Suarez,Male,40,30-44,4,1,2013-09-04,One-Time Buyer
2013-08-29,8490,Alexandra,Patterson,Female,44,30-44,39,1,2013-08-29,One-Time Buyer
2012-11-08,8494,Karla,Shan,Female,44,30-44,3515,2,2013-02-04,Churned
